Id,ActivityDay,Time,PM or AM,StepTotal
4388161847,5/2/2016,12:00:00,PM,437
4445114986,5/2/2016,12:00:00,PM,432
4558609924,5/2/2016,12:00:00,PM,308
4702921684,5/2/2016,12:00:00,PM,212
5553957443,5/2/2016,12:00:00,PM,143
5577150313,5/2/2016,12:00:00,PM,259
6117666160,5/2/2016,12:00:00,PM,0
6290855005,5/2/2016,12:00:00,PM,543
6775888955,5/2/2016,12:00:00,PM,0
6962181067,5/2/2016,12:00:00,PM,1937
7007744171,5/2/2016,12:00:00,PM,145
7086361926,5/2/2016,12:00:00,PM,229
8053475328,5/2/2016,12:00:00,PM,0
8378563200,5/2/2016,12:00:00,PM,601
8583815059,5/2/2016,12:00:00,PM,0
8792009665,5/2/2016,12:00:00,PM,79
8877689391,5/2/2016,12:00:00,PM,72
1503960366,5/2/2016,11:00:00,AM,384
1624580081,5/2/2016,11:00:00,AM,1649
1644430081,5/2/2016,11:00:00,AM,404
1844505072,5/2/2016,11:00:00,AM,0
1927972279,5/2/2016,11:00:00,AM,2109
2022484408,5/2/2016,11:00:00,AM,153
2026352035,5/2/2016,11:00:00,AM,293
2320127002,5/2/2016,11:00:00,AM,0
2873212765,5/2/2016,11:00:00,AM,357
3977333714,5/2/2016,11:00:00,AM,37
4020332650,5/2/2016,11:00:00,AM,0
4319703577,5/2/2016,11:00:00,AM,871
4388161847,5/2/2016,11:00:00,AM,231
4445114986,5/2/2016,11:00:00,AM,71
4558609924,5/2/2016,11:00:00,AM,1036
4702921684,5/2/2016,11:00:00,AM,0
5553957443,5/2/2016,11:00:00,AM,384
5577150313,5/2/2016,11:00:00,AM,391
6117666160,5/2/2016,11:00:00,AM,0
6290855005,5/2/2016,11:00:00,AM,372
6775888955,5/2/2016,11:00:00,AM,0
6962181067,5/2/2016,11:00:00,AM,528
7007744171,5/2/2016,11:00:00,AM,426
7086361926,5/2/2016,11:00:00,AM,34
8053475328,5/2/2016,11:00:00,AM,0
8378563200,5/2/2016,11:00:00,AM,86
8583815059,5/2/2016,11:00:00,AM,0
8792009665,5/2/2016,11:00:00,AM,311
8877689391,5/2/2016,11:00:00,AM,498
1503960366,5/2/2016,10:00:00,AM,369
1624580081,5/2/2016,10:00:00,AM,671
1644430081,5/2/2016,10:00:00,AM,0
1844505072,5/2/2016,10:00:00,AM,0
1927972279,5/2/2016,10:00:00,AM,0
2022484408,5/2/2016,10:00:00,AM,737
2026352035,5/2/2016,10:00:00,AM,136
2320127002,5/2/2016,10:00:00,AM,0
2873212765,5/2/2016,10:00:00,AM,688
3977333714,5/2/2016,10:00:00,AM,24
4020332650,5/2/2016,10:00:00,AM,0
4319703577,5/2/2016,10:00:00,AM,1722
4388161847,5/2/2016,10:00:00,AM,411
4445114986,5/2/2016,10:00:00,AM,9
4558609924,5/2/2016,10:00:00,AM,902
4702921684,5/2/2016,10:00:00,AM,0
5553957443,5/2/2016,10:00:00,AM,332
5577150313,5/2/2016,10:00:00,AM,448
6117666160,5/2/2016,10:00:00,AM,0
6290855005,5/2/2016,10:00:00,AM,578
6775888955,5/2/2016,10:00:00,AM,0
6962181067,5/2/2016,10:00:00,AM,752
7007744171,5/2/2016,10:00:00,AM,2312
7086361926,5/2/2016,10:00:00,AM,92
8053475328,5/2/2016,10:00:00,AM,0
8378563200,5/2/2016,10:00:00,AM,454
8583815059,5/2/2016,10:00:00,AM,0
8792009665,5/2/2016,10:00:00,AM,0
8877689391,5/2/2016,10:00:00,AM,864
1503960366,5/2/2016,9:00:00 AM,M,1690
1624580081,5/2/2016,9:00:00 AM,M,0
1644430081,5/2/2016,9:00:00 AM,M,0
1844505072,5/2/2016,9:00:00 AM,M,0
1927972279,5/2/2016,9:00:00 AM,M,0
2022484408,5/2/2016,9:00:00 AM,M,1116
2026352035,5/2/2016,9:00:00 AM,M,199
2320127002,5/2/2016,9:00:00 AM,M,0
2873212765,5/2/2016,9:00:00 AM,M,721
3977333714,5/2/2016,9:00:00 AM,M,21
4020332650,5/2/2016,9:00:00 AM,M,0
4319703577,5/2/2016,9:00:00 AM,M,159
4388161847,5/2/2016,9:00:00 AM,M,201
4445114986,5/2/2016,9:00:00 AM,M,0
4558609924,5/2/2016,9:00:00 AM,M,452
4702921684,5/2/2016,9:00:00 AM,M,0
5553957443,5/2/2016,9:00:00 AM,M,338
5577150313,5/2/2016,9:00:00 AM,M,74
6117666160,5/2/2016,9:00:00 AM,M,389
6290855005,5/2/2016,9:00:00 AM,M,783
6775888955,5/2/2016,9:00:00 AM,M,0
6962181067,5/2/2016,9:00:00 AM,M,1469
7007744171,5/2/2016,9:00:00 AM,M,2409
7086361926,5/2/2016,9:00:00 AM,M,187
8053475328,5/2/2016,9:00:00 AM,M,0
8378563200,5/2/2016,9:00:00 AM,M,40
8583815059,5/2/2016,9:00:00 AM,M,0
8792009665,5/2/2016,9:00:00 AM,M,83
8877689391,5/2/2016,9:00:00 AM,M,1219
1503960366,5/2/2016,8:00:00 AM,M,245
1624580081,5/2/2016,8:00:00 AM,M,0
1644430081,5/2/2016,8:00:00 AM,M,0
1844505072,5/2/2016,8:00:00 AM,M,0
1927972279,5/2/2016,8:00:00 AM,M,0
2022484408,5/2/2016,8:00:00 AM,M,385
2026352035,5/2/2016,8:00:00 AM,M,65
2320127002,5/2/2016,8:00:00 AM,M,0
2873212765,5/2/2016,8:00:00 AM,M,829
3977333714,5/2/2016,8:00:00 AM,M,328
4020332650,5/2/2016,8:00:00 AM,M,0
4319703577,5/2/2016,8:00:00 AM,M,26
4388161847,5/2/2016,8:00:00 AM,M,130
4445114986,5/2/2016,8:00:00 AM,M,54
4558609924,5/2/2016,8:00:00 AM,M,623
4702921684,5/2/2016,8:00:00 AM,M,0
5553957443,5/2/2016,8:00:00 AM,M,345
5577150313,5/2/2016,8:00:00 AM,M,210
6117666160,5/2/2016,8:00:00 AM,M,903
6290855005,5/2/2016,8:00:00 AM,M,183
6775888955,5/2/2016,8:00:00 AM,M,0
6962181067,5/2/2016,8:00:00 AM,M,517
7007744171,5/2/2016,8:00:00 AM,M,4937
7086361926,5/2/2016,8:00:00 AM,M,32
8053475328,5/2/2016,8:00:00 AM,M,0
8378563200,5/2/2016,8:00:00 AM,M,1209
8583815059,5/2/2016,8:00:00 AM,M,0
8792009665,5/2/2016,8:00:00 AM,M,0
8877689391,5/2/2016,8:00:00 AM,M,550
1503960366,5/2/2016,7:00:00 AM,M,28
1624580081,5/2/2016,7:00:00 AM,M,0
1644430081,5/2/2016,7:00:00 AM,M,0
1844505072,5/2/2016,7:00:00 AM,M,0
1927972279,5/2/2016,7:00:00 AM,M,0
2022484408,5/2/2016,7:00:00 AM,M,590
2026352035,5/2/2016,7:00:00 AM,M,74
2320127002,5/2/2016,7:00:00 AM,M,0
2873212765,5/2/2016,7:00:00 AM,M,1417
3977333714,5/2/2016,7:00:00 AM,M,125
4020332650,5/2/2016,7:00:00 AM,M,0
4319703577,5/2/2016,7:00:00 AM,M,135
4388161847,5/2/2016,7:00:00 AM,M,698
4445114986,5/2/2016,7:00:00 AM,M,0
4558609924,5/2/2016,7:00:00 AM,M,0
4702921684,5/2/2016,7:00:00 AM,M,0
5553957443,5/2/2016,7:00:00 AM,M,1649
5577150313,5/2/2016,7:00:00 AM,M,556
6117666160,5/2/2016,7:00:00 AM,M,854
6290855005,5/2/2016,7:00:00 AM,M,788
6775888955,5/2/2016,7:00:00 AM,M,0
6962181067,5/2/2016,7:00:00 AM,M,1123
7007744171,5/2/2016,7:00:00 AM,M,485
7086361926,5/2/2016,7:00:00 AM,M,508
8053475328,5/2/2016,7:00:00 AM,M,0
8378563200,5/2/2016,7:00:00 AM,M,371
8583815059,5/2/2016,7:00:00 AM,M,0
8792009665,5/2/2016,7:00:00 AM,M,4
8877689391,5/2/2016,7:00:00 AM,M,952
1503960366,5/2/2016,6:00:00 AM,M,0
1624580081,5/2/2016,6:00:00 AM,M,100
1644430081,5/2/2016,6:00:00 AM,M,0
1844505072,5/2/2016,6:00:00 AM,M,0
1927972279,5/2/2016,6:00:00 AM,M,0
2022484408,5/2/2016,6:00:00 AM,M,0
2026352035,5/2/2016,6:00:00 AM,M,370
2320127002,5/2/2016,6:00:00 AM,M,0
2873212765,5/2/2016,6:00:00 AM,M,68
3977333714,5/2/2016,6:00:00 AM,M,20
4020332650,5/2/2016,6:00:00 AM,M,0
4319703577,5/2/2016,6:00:00 AM,M,0
4388161847,5/2/2016,6:00:00 AM,M,712
4445114986,5/2/2016,6:00:00 AM,M,0
4558609924,5/2/2016,6:00:00 AM,M,0
4702921684,5/2/2016,6:00:00 AM,M,0
5553957443,5/2/2016,6:00:00 AM,M,831
5577150313,5/2/2016,6:00:00 AM,M,1856
6117666160,5/2/2016,6:00:00 AM,M,778
6290855005,5/2/2016,6:00:00 AM,M,206
6775888955,5/2/2016,6:00:00 AM,M,0
6962181067,5/2/2016,6:00:00 AM,M,68
7007744171,5/2/2016,6:00:00 AM,M,823
7086361926,5/2/2016,6:00:00 AM,M,74
8053475328,5/2/2016,6:00:00 AM,M,124
8378563200,5/2/2016,6:00:00 AM,M,150
8583815059,5/2/2016,6:00:00 AM,M,0
8792009665,5/2/2016,6:00:00 AM,M,0
8877689391,5/2/2016,6:00:00 AM,M,40
1503960366,5/2/2016,5:00:00 AM,M,0
1624580081,5/2/2016,5:00:00 AM,M,0
1644430081,5/2/2016,5:00:00 AM,M,0
1844505072,5/2/2016,5:00:00 AM,M,0
1927972279,5/2/2016,5:00:00 AM,M,0
2022484408,5/2/2016,5:00:00 AM,M,0
2026352035,5/2/2016,5:00:00 AM,M,0
2320127002,5/2/2016,5:00:00 AM,M,0
2873212765,5/2/2016,5:00:00 AM,M,271
3977333714,5/2/2016,5:00:00 AM,M,0
4020332650,5/2/2016,5:00:00 AM,M,0
4319703577,5/2/2016,5:00:00 AM,M,4
4388161847,5/2/2016,5:00:00 AM,M,137
4445114986,5/2/2016,5:00:00 AM,M,0
4558609924,5/2/2016,5:00:00 AM,M,0
4702921684,5/2/2016,5:00:00 AM,M,0
5553957443,5/2/2016,5:00:00 AM,M,24
5577150313,5/2/2016,5:00:00 AM,M,8
6117666160,5/2/2016,5:00:00 AM,M,870
6290855005,5/2/2016,5:00:00 AM,M,0
6775888955,5/2/2016,5:00:00 AM,M,0
6962181067,5/2/2016,5:00:00 AM,M,0
7007744171,5/2/2016,5:00:00 AM,M,0
7086361926,5/2/2016,5:00:00 AM,M,0
8053475328,5/2/2016,5:00:00 AM,M,0
8378563200,5/2/2016,5:00:00 AM,M,0
8583815059,5/2/2016,5:00:00 AM,M,0
8792009665,5/2/2016,5:00:00 AM,M,0
8877689391,5/2/2016,5:00:00 AM,M,0
1503960366,5/2/2016,4:00:00 AM,M,0
1624580081,5/2/2016,4:00:00 AM,M,0
1644430081,5/2/2016,4:00:00 AM,M,0
1844505072,5/2/2016,4:00:00 AM,M,0
1927972279,5/2/2016,4:00:00 AM,M,0
2022484408,5/2/2016,4:00:00 AM,M,0
2026352035,5/2/2016,4:00:00 AM,M,5
2320127002,5/2/2016,4:00:00 AM,M,203
2873212765,5/2/2016,4:00:00 AM,M,0
3977333714,5/2/2016,4:00:00 AM,M,16
4020332650,5/2/2016,4:00:00 AM,M,0
4319703577,5/2/2016,4:00:00 AM,M,29
4388161847,5/2/2016,4:00:00 AM,M,0
4445114986,5/2/2016,4:00:00 AM,M,11
4558609924,5/2/2016,4:00:00 AM,M,0
4702921684,5/2/2016,4:00:00 AM,M,0
5553957443,5/2/2016,4:00:00 AM,M,0
5577150313,5/2/2016,4:00:00 AM,M,0
6117666160,5/2/2016,4:00:00 AM,M,801
6290855005,5/2/2016,4:00:00 AM,M,0
6775888955,5/2/2016,4:00:00 AM,M,0
6962181067,5/2/2016,4:00:00 AM,M,29
7007744171,5/2/2016,4:00:00 AM,M,0
7086361926,5/2/2016,4:00:00 AM,M,0
8053475328,5/2/2016,4:00:00 AM,M,0
8378563200,5/2/2016,4:00:00 AM,M,281
8583815059,5/2/2016,4:00:00 AM,M,0
8792009665,5/2/2016,4:00:00 AM,M,0
8877689391,5/2/2016,4:00:00 AM,M,0
1503960366,5/2/2016,3:00:00 AM,M,21
1624580081,5/2/2016,3:00:00 AM,M,0
1644430081,5/2/2016,3:00:00 AM,M,0
1844505072,5/2/2016,3:00:00 AM,M,0
1927972279,5/2/2016,3:00:00 AM,M,0
2022484408,5/2/2016,3:00:00 AM,M,0
2026352035,5/2/2016,3:00:00 AM,M,0
2320127002,5/2/2016,3:00:00 AM,M,564
2873212765,5/2/2016,3:00:00 AM,M,0
3977333714,5/2/2016,3:00:00 AM,M,0
4020332650,5/2/2016,3:00:00 AM,M,0
4319703577,5/2/2016,3:00:00 AM,M,0
4388161847,5/2/2016,3:00:00 AM,M,0
4445114986,5/2/2016,3:00:00 AM,M,0
4558609924,5/2/2016,3:00:00 AM,M,0
4702921684,5/2/2016,3:00:00 AM,M,0
5553957443,5/2/2016,3:00:00 AM,M,0
5577150313,5/2/2016,3:00:00 AM,M,0
6117666160,5/2/2016,3:00:00 AM,M,332
6290855005,5/2/2016,3:00:00 AM,M,0
6775888955,5/2/2016,3:00:00 AM,M,0
6962181067,5/2/2016,3:00:00 AM,M,0
7007744171,5/2/2016,3:00:00 AM,M,0
7086361926,5/2/2016,3:00:00 AM,M,0
8053475328,5/2/2016,3:00:00 AM,M,0
8378563200,5/2/2016,3:00:00 AM,M,0
8583815059,5/2/2016,3:00:00 AM,M,0
8792009665,5/2/2016,3:00:00 AM,M,0
8877689391,5/2/2016,3:00:00 AM,M,0
1503960366,5/2/2016,2:00:00 AM,M,0
1624580081,5/2/2016,2:00:00 AM,M,0
1644430081,5/2/2016,2:00:00 AM,M,0
1844505072,5/2/2016,2:00:00 AM,M,0
1927972279,5/2/2016,2:00:00 AM,M,0
2022484408,5/2/2016,2:00:00 AM,M,0
2026352035,5/2/2016,2:00:00 AM,M,0
2320127002,5/2/2016,2:00:00 AM,M,322
2873212765,5/2/2016,2:00:00 AM,M,0
3977333714,5/2/2016,2:00:00 AM,M,0
4020332650,5/2/2016,2:00:00 AM,M,0
4319703577,5/2/2016,2:00:00 AM,M,0
4388161847,5/2/2016,2:00:00 AM,M,0
4445114986,5/2/2016,2:00:00 AM,M,12
4558609924,5/2/2016,2:00:00 AM,M,0
4702921684,5/2/2016,2:00:00 AM,M,0
5553957443,5/2/2016,2:00:00 AM,M,8
5577150313,5/2/2016,2:00:00 AM,M,67
6117666160,5/2/2016,2:00:00 AM,M,0
6290855005,5/2/2016,2:00:00 AM,M,0
6775888955,5/2/2016,2:00:00 AM,M,0
6962181067,5/2/2016,2:00:00 AM,M,0
7007744171,5/2/2016,2:00:00 AM,M,0
7086361926,5/2/2016,2:00:00 AM,M,0
8053475328,5/2/2016,2:00:00 AM,M,0
8378563200,5/2/2016,2:00:00 AM,M,0
8583815059,5/2/2016,2:00:00 AM,M,0
8792009665,5/2/2016,2:00:00 AM,M,163
8877689391,5/2/2016,2:00:00 AM,M,0
1503960366,5/2/2016,1:00:00 AM,M,119
1624580081,5/2/2016,1:00:00 AM,M,0
1644430081,5/2/2016,1:00:00 AM,M,0
1844505072,5/2/2016,1:00:00 AM,M,0
1927972279,5/2/2016,1:00:00 AM,M,0
2022484408,5/2/2016,1:00:00 AM,M,0
2026352035,5/2/2016,1:00:00 AM,M,0
2320127002,5/2/2016,1:00:00 AM,M,285
2873212765,5/2/2016,1:00:00 AM,M,0
3977333714,5/2/2016,1:00:00 AM,M,0
4020332650,5/2/2016,1:00:00 AM,M,0
4319703577,5/2/2016,1:00:00 AM,M,19
4388161847,5/2/2016,1:00:00 AM,M,9
4445114986,5/2/2016,1:00:00 AM,M,52
4558609924,5/2/2016,1:00:00 AM,M,0
4702921684,5/2/2016,1:00:00 AM,M,0
5553957443,5/2/2016,1:00:00 AM,M,0
5577150313,5/2/2016,1:00:00 AM,M,0
6117666160,5/2/2016,1:00:00 AM,M,0
6290855005,5/2/2016,1:00:00 AM,M,0
6775888955,5/2/2016,1:00:00 AM,M,0
6962181067,5/2/2016,1:00:00 AM,M,6
7007744171,5/2/2016,1:00:00 AM,M,0
7086361926,5/2/2016,1:00:00 AM,M,0
8053475328,5/2/2016,1:00:00 AM,M,0
8378563200,5/2/2016,1:00:00 AM,M,7
8583815059,5/2/2016,1:00:00 AM,M,0
8792009665,5/2/2016,1:00:00 AM,M,227
8877689391,5/2/2016,1:00:00 AM,M,0
1503960366,5/2/2016,12:00:00,AM,0
1624580081,5/2/2016,12:00:00,AM,82
1644430081,5/2/2016,12:00:00,AM,0
1844505072,5/2/2016,12:00:00,AM,0
1927972279,5/2/2016,12:00:00,AM,0
2022484408,5/2/2016,12:00:00,AM,0
2026352035,5/2/2016,12:00:00,AM,0
2320127002,5/2/2016,12:00:00,AM,0
2873212765,5/2/2016,12:00:00,AM,0
3977333714,5/2/2016,12:00:00,AM,84
4020332650,5/2/2016,12:00:00,AM,0
4319703577,5/2/2016,12:00:00,AM,10
4388161847,5/2/2016,12:00:00,AM,73
4445114986,5/2/2016,12:00:00,AM,0
4558609924,5/2/2016,12:00:00,AM,0
4702921684,5/2/2016,12:00:00,AM,0
5553957443,5/2/2016,12:00:00,AM,0
5577150313,5/2/2016,12:00:00,AM,0
6117666160,5/2/2016,12:00:00,AM,0
6290855005,5/2/2016,12:00:00,AM,0
6775888955,5/2/2016,12:00:00,AM,0
6962181067,5/2/2016,12:00:00,AM,0
7007744171,5/2/2016,12:00:00,AM,0
7086361926,5/2/2016,12:00:00,AM,0
8053475328,5/2/2016,12:00:00,AM,0
8378563200,5/2/2016,12:00:00,AM,0
8583815059,5/2/2016,12:00:00,AM,0
8792009665,5/2/2016,12:00:00,AM,351
8877689391,5/2/2016,12:00:00,AM,0
1503960366,5/1/2016,11:00:00,PM,2557
1624580081,5/1/2016,11:00:00,PM,53
1644430081,5/1/2016,11:00:00,PM,0
1844505072,5/1/2016,11:00:00,PM,0
1927972279,5/1/2016,11:00:00,PM,0
2022484408,5/1/2016,11:00:00,PM,0
2026352035,5/1/2016,11:00:00,PM,19
2320127002,5/1/2016,11:00:00,PM,0
2873212765,5/1/2016,11:00:00,PM,0
3977333714,5/1/2016,11:00:00,PM,95
4020332650,5/1/2016,11:00:00,PM,0
4319703577,5/1/2016,11:00:00,PM,0
4388161847,5/1/2016,11:00:00,PM,0
4445114986,5/1/2016,11:00:00,PM,175
4558609924,5/1/2016,11:00:00,PM,0
4702921684,5/1/2016,11:00:00,PM,0
5553957443,5/1/2016,11:00:00,PM,0
5577150313,5/1/2016,11:00:00,PM,6
6117666160,5/1/2016,11:00:00,PM,0
6290855005,5/1/2016,11:00:00,PM,0
6775888955,5/1/2016,11:00:00,PM,0
6962181067,5/1/2016,11:00:00,PM,0
7007744171,5/1/2016,11:00:00,PM,0
7086361926,5/1/2016,11:00:00,PM,106
8053475328,5/1/2016,11:00:00,PM,0
8378563200,5/1/2016,11:00:00,PM,21
8583815059,5/1/2016,11:00:00,PM,0
8792009665,5/1/2016,11:00:00,PM,47
8877689391,5/1/2016,11:00:00,PM,0
1503960366,5/1/2016,10:00:00,PM,1552
1624580081,5/1/2016,10:00:00,PM,272
1644430081,5/1/2016,10:00:00,PM,0
1844505072,5/1/2016,10:00:00,PM,0
1927972279,5/1/2016,10:00:00,PM,0
2022484408,5/1/2016,10:00:00,PM,0
2026352035,5/1/2016,10:00:00,PM,4
2320127002,5/1/2016,10:00:00,PM,0
2873212765,5/1/2016,10:00:00,PM,0
3977333714,5/1/2016,10:00:00,PM,27
4020332650,5/1/2016,10:00:00,PM,0
4319703577,5/1/2016,10:00:00,PM,628
4388161847,5/1/2016,10:00:00,PM,185
4445114986,5/1/2016,10:00:00,PM,379
4558609924,5/1/2016,10:00:00,PM,0
4702921684,5/1/2016,10:00:00,PM,0
5553957443,5/1/2016,10:00:00,PM,83
5577150313,5/1/2016,10:00:00,PM,0
6117666160,5/1/2016,10:00:00,PM,0
6290855005,5/1/2016,10:00:00,PM,0
6775888955,5/1/2016,10:00:00,PM,0
6962181067,5/1/2016,10:00:00,PM,4
7007744171,5/1/2016,10:00:00,PM,0
7086361926,5/1/2016,10:00:00,PM,133
8053475328,5/1/2016,10:00:00,PM,0
8378563200,5/1/2016,10:00:00,PM,0
8583815059,5/1/2016,10:00:00,PM,0
8792009665,5/1/2016,10:00:00,PM,0
8877689391,5/1/2016,10:00:00,PM,0
1503960366,5/1/2016,9:00:00 PM,M,363
1624580081,5/1/2016,9:00:00 PM,M,289
1644430081,5/1/2016,9:00:00 PM,M,0
1844505072,5/1/2016,9:00:00 PM,M,0
1927972279,5/1/2016,9:00:00 PM,M,72
2022484408,5/1/2016,9:00:00 PM,M,0
2026352035,5/1/2016,9:00:00 PM,M,128
2320127002,5/1/2016,9:00:00 PM,M,0
2873212765,5/1/2016,9:00:00 PM,M,91
3977333714,5/1/2016,9:00:00 PM,M,0
4020332650,5/1/2016,9:00:00 PM,M,0
4319703577,5/1/2016,9:00:00 PM,M,27
4388161847,5/1/2016,9:00:00 PM,M,78
4445114986,5/1/2016,9:00:00 PM,M,213
4558609924,5/1/2016,9:00:00 PM,M,32
4702921684,5/1/2016,9:00:00 PM,M,0
5553957443,5/1/2016,9:00:00 PM,M,68
5577150313,5/1/2016,9:00:00 PM,M,71
6117666160,5/1/2016,9:00:00 PM,M,0
6290855005,5/1/2016,9:00:00 PM,M,0
6775888955,5/1/2016,9:00:00 PM,M,0
6962181067,5/1/2016,9:00:00 PM,M,40
7007744171,5/1/2016,9:00:00 PM,M,0
7086361926,5/1/2016,9:00:00 PM,M,144
8053475328,5/1/2016,9:00:00 PM,M,0
8378563200,5/1/2016,9:00:00 PM,M,91
8583815059,5/1/2016,9:00:00 PM,M,0
8792009665,5/1/2016,9:00:00 PM,M,116
8877689391,5/1/2016,9:00:00 PM,M,197
1503960366,5/1/2016,8:00:00 PM,M,93
1624580081,5/1/2016,8:00:00 PM,M,385
1644430081,5/1/2016,8:00:00 PM,M,368
1844505072,5/1/2016,8:00:00 PM,M,0
1927972279,5/1/2016,8:00:00 PM,M,11
2022484408,5/1/2016,8:00:00 PM,M,0
2026352035,5/1/2016,8:00:00 PM,M,149
2320127002,5/1/2016,8:00:00 PM,M,0
2873212765,5/1/2016,8:00:00 PM,M,191
3977333714,5/1/2016,8:00:00 PM,M,39
4020332650,5/1/2016,8:00:00 PM,M,0
4319703577,5/1/2016,8:00:00 PM,M,127
4388161847,5/1/2016,8:00:00 PM,M,181
4445114986,5/1/2016,8:00:00 PM,M,289
4558609924,5/1/2016,8:00:00 PM,M,50
4702921684,5/1/2016,8:00:00 PM,M,0
5553957443,5/1/2016,8:00:00 PM,M,322
5577150313,5/1/2016,8:00:00 PM,M,108
6117666160,5/1/2016,8:00:00 PM,M,90
6290855005,5/1/2016,8:00:00 PM,M,79
6775888955,5/1/2016,8:00:00 PM,M,0
6962181067,5/1/2016,8:00:00 PM,M,31
7007744171,5/1/2016,8:00:00 PM,M,0
7086361926,5/1/2016,8:00:00 PM,M,456
8053475328,5/1/2016,8:00:00 PM,M,0
8378563200,5/1/2016,8:00:00 PM,M,227
8583815059,5/1/2016,8:00:00 PM,M,0
8792009665,5/1/2016,8:00:00 PM,M,113
8877689391,5/1/2016,8:00:00 PM,M,1165
1503960366,5/1/2016,7:00:00 PM,M,177
1624580081,5/1/2016,7:00:00 PM,M,125
1644430081,5/1/2016,7:00:00 PM,M,920
1844505072,5/1/2016,7:00:00 PM,M,0
1927972279,5/1/2016,7:00:00 PM,M,190
2022484408,5/1/2016,7:00:00 PM,M,814
2026352035,5/1/2016,7:00:00 PM,M,138
2320127002,5/1/2016,7:00:00 PM,M,0
2873212765,5/1/2016,7:00:00 PM,M,253
3977333714,5/1/2016,7:00:00 PM,M,5020
4020332650,5/1/2016,7:00:00 PM,M,0
4319703577,5/1/2016,7:00:00 PM,M,0
4388161847,5/1/2016,7:00:00 PM,M,831
4445114986,5/1/2016,7:00:00 PM,M,459
4558609924,5/1/2016,7:00:00 PM,M,343
4702921684,5/1/2016,7:00:00 PM,M,0
5553957443,5/1/2016,7:00:00 PM,M,504
5577150313,5/1/2016,7:00:00 PM,M,1388
6117666160,5/1/2016,7:00:00 PM,M,450
6290855005,5/1/2016,7:00:00 PM,M,170
6775888955,5/1/2016,7:00:00 PM,M,0
6962181067,5/1/2016,7:00:00 PM,M,740
7007744171,5/1/2016,7:00:00 PM,M,236
7086361926,5/1/2016,7:00:00 PM,M,293
8053475328,5/1/2016,7:00:00 PM,M,0
8378563200,5/1/2016,7:00:00 PM,M,70
8583815059,5/1/2016,7:00:00 PM,M,0
8792009665,5/1/2016,7:00:00 PM,M,94
8877689391,5/1/2016,7:00:00 PM,M,259
1503960366,5/1/2016,6:00:00 PM,M,2007
1624580081,5/1/2016,6:00:00 PM,M,128
1644430081,5/1/2016,6:00:00 PM,M,1013
1844505072,5/1/2016,6:00:00 PM,M,0
1927972279,5/1/2016,6:00:00 PM,M,35
2022484408,5/1/2016,6:00:00 PM,M,866
2026352035,5/1/2016,6:00:00 PM,M,139
2320127002,5/1/2016,6:00:00 PM,M,0
2873212765,5/1/2016,6:00:00 PM,M,271
3977333714,5/1/2016,6:00:00 PM,M,2425
4020332650,5/1/2016,6:00:00 PM,M,0
4319703577,5/1/2016,6:00:00 PM,M,0
4388161847,5/1/2016,6:00:00 PM,M,142
4445114986,5/1/2016,6:00:00 PM,M,110
4558609924,5/1/2016,6:00:00 PM,M,190
4702921684,5/1/2016,6:00:00 PM,M,0
5553957443,5/1/2016,6:00:00 PM,M,384
5577150313,5/1/2016,6:00:00 PM,M,1098
6117666160,5/1/2016,6:00:00 PM,M,1203
6290855005,5/1/2016,6:00:00 PM,M,250
6775888955,5/1/2016,6:00:00 PM,M,0
6962181067,5/1/2016,6:00:00 PM,M,544
7007744171,5/1/2016,6:00:00 PM,M,51
7086361926,5/1/2016,6:00:00 PM,M,1105
8053475328,5/1/2016,6:00:00 PM,M,0
8378563200,5/1/2016,6:00:00 PM,M,147
8583815059,5/1/2016,6:00:00 PM,M,0
8792009665,5/1/2016,6:00:00 PM,M,306
8877689391,5/1/2016,6:00:00 PM,M,1004
1503960366,5/1/2016,5:00:00 PM,M,1053
1624580081,5/1/2016,5:00:00 PM,M,46
1644430081,5/1/2016,5:00:00 PM,M,655
1844505072,5/1/2016,5:00:00 PM,M,0
1927972279,5/1/2016,5:00:00 PM,M,13
2022484408,5/1/2016,5:00:00 PM,M,1088
2026352035,5/1/2016,5:00:00 PM,M,234
2320127002,5/1/2016,5:00:00 PM,M,0
2873212765,5/1/2016,5:00:00 PM,M,148
3977333714,5/1/2016,5:00:00 PM,M,43
4020332650,5/1/2016,5:00:00 PM,M,0
4319703577,5/1/2016,5:00:00 PM,M,0
4388161847,5/1/2016,5:00:00 PM,M,477
4445114986,5/1/2016,5:00:00 PM,M,316
4558609924,5/1/2016,5:00:00 PM,M,282
4702921684,5/1/2016,5:00:00 PM,M,0
5553957443,5/1/2016,5:00:00 PM,M,332
5577150313,5/1/2016,5:00:00 PM,M,288
6117666160,5/1/2016,5:00:00 PM,M,707
6290855005,5/1/2016,5:00:00 PM,M,172
6775888955,5/1/2016,5:00:00 PM,M,1002
6962181067,5/1/2016,5:00:00 PM,M,468
7007744171,5/1/2016,5:00:00 PM,M,231
7086361926,5/1/2016,5:00:00 PM,M,0
8053475328,5/1/2016,5:00:00 PM,M,0
8378563200,5/1/2016,5:00:00 PM,M,5661
8583815059,5/1/2016,5:00:00 PM,M,0
8792009665,5/1/2016,5:00:00 PM,M,99
8877689391,5/1/2016,5:00:00 PM,M,547
1503960366,5/1/2016,4:00:00 PM,M,823
1624580081,5/1/2016,4:00:00 PM,M,180
