Id,ActivityDay,Time,PM or AM,Calories
2873212765,05/04/16,11:00:00 AM,AM,101
3977333714,05/04/16,11:00:00 AM,AM,57
4020332650,05/04/16,11:00:00 AM,AM,120
4319703577,05/04/16,11:00:00 AM,AM,138
4388161847,05/04/16,11:00:00 AM,AM,125
4445114986,05/04/16,11:00:00 AM,AM,79
4558609924,05/04/16,11:00:00 AM,AM,90
4702921684,05/04/16,11:00:00 AM,AM,92
5553957443,05/04/16,11:00:00 AM,AM,57
5577150313,05/04/16,11:00:00 AM,AM,76
6117666160,05/04/16,11:00:00 AM,AM,62
6290855005,05/04/16,11:00:00 AM,AM,165
6775888955,05/04/16,11:00:00 AM,AM,77
6962181067,05/04/16,11:00:00 AM,AM,146
7007744171,05/04/16,11:00:00 AM,AM,65
7086361926,05/04/16,11:00:00 AM,AM,74
8053475328,05/04/16,11:00:00 AM,AM,73
8378563200,05/04/16,11:00:00 AM,AM,161
8583815059,05/04/16,11:00:00 AM,AM,84
8792009665,05/04/16,11:00:00 AM,AM,93
8877689391,05/04/16,11:00:00 AM,AM,113
1503960366,05/04/16,10:00:00 AM,AM,87
1624580081,05/04/16,10:00:00 AM,AM,65
1644430081,05/04/16,10:00:00 AM,AM,84
1844505072,05/04/16,10:00:00 AM,AM,64
1927972279,05/04/16,10:00:00 AM,AM,193
2022484408,05/04/16,10:00:00 AM,AM,233
2026352035,05/04/16,10:00:00 AM,AM,65
2320127002,05/04/16,10:00:00 AM,AM,55
2873212765,05/04/16,10:00:00 AM,AM,119
3977333714,05/04/16,10:00:00 AM,AM,96
4020332650,05/04/16,10:00:00 AM,AM,149
4319703577,05/04/16,10:00:00 AM,AM,181
4388161847,05/04/16,10:00:00 AM,AM,126
4445114986,05/04/16,10:00:00 AM,AM,71
4558609924,05/04/16,10:00:00 AM,AM,88
4702921684,05/04/16,10:00:00 AM,AM,164
5553957443,05/04/16,10:00:00 AM,AM,63
5577150313,05/04/16,10:00:00 AM,AM,154
6117666160,05/04/16,10:00:00 AM,AM,62
6290855005,05/04/16,10:00:00 AM,AM,124
6775888955,05/04/16,10:00:00 AM,AM,77
6962181067,05/04/16,10:00:00 AM,AM,193
7007744171,05/04/16,10:00:00 AM,AM,65
7086361926,05/04/16,10:00:00 AM,AM,84
8053475328,05/04/16,10:00:00 AM,AM,73
8378563200,05/04/16,10:00:00 AM,AM,138
8583815059,05/04/16,10:00:00 AM,AM,84
8792009665,05/04/16,10:00:00 AM,AM,94
8877689391,05/04/16,10:00:00 AM,AM,152
1503960366,05/04/16,9:00:00 AM,AM,125
1624580081,05/04/16,9:00:00 AM,AM,50
1644430081,05/04/16,9:00:00 AM,AM,84
1844505072,05/04/16,9:00:00 AM,AM,56
1927972279,05/04/16,9:00:00 AM,AM,86
2022484408,05/04/16,9:00:00 AM,AM,231
2026352035,05/04/16,9:00:00 AM,AM,78
2320127002,05/04/16,9:00:00 AM,AM,55
2873212765,05/04/16,9:00:00 AM,AM,129
3977333714,05/04/16,9:00:00 AM,AM,64
4020332650,05/04/16,9:00:00 AM,AM,115
4319703577,05/04/16,9:00:00 AM,AM,93
4388161847,05/04/16,9:00:00 AM,AM,124
4445114986,05/04/16,9:00:00 AM,AM,69
4558609924,05/04/16,9:00:00 AM,AM,56
4702921684,05/04/16,9:00:00 AM,AM,153
5553957443,05/04/16,9:00:00 AM,AM,60
5577150313,05/04/16,9:00:00 AM,AM,231
6117666160,05/04/16,9:00:00 AM,AM,62
6290855005,05/04/16,9:00:00 AM,AM,168
6775888955,05/04/16,9:00:00 AM,AM,77
6962181067,05/04/16,9:00:00 AM,AM,151
7007744171,05/04/16,9:00:00 AM,AM,65
7086361926,05/04/16,9:00:00 AM,AM,74
8053475328,05/04/16,9:00:00 AM,AM,73
8378563200,05/04/16,9:00:00 AM,AM,186
8583815059,05/04/16,9:00:00 AM,AM,84
8792009665,05/04/16,9:00:00 AM,AM,78
8877689391,05/04/16,9:00:00 AM,AM,144
1503960366,05/04/16,8:00:00 AM,AM,53
1624580081,05/04/16,8:00:00 AM,AM,50
1644430081,05/04/16,8:00:00 AM,AM,129
1844505072,05/04/16,8:00:00 AM,AM,56
1927972279,05/04/16,8:00:00 AM,AM,86
2022484408,05/04/16,8:00:00 AM,AM,104
2026352035,05/04/16,8:00:00 AM,AM,63
2320127002,05/04/16,8:00:00 AM,AM,55
2873212765,05/04/16,8:00:00 AM,AM,111
3977333714,05/04/16,8:00:00 AM,AM,82
4020332650,05/04/16,8:00:00 AM,AM,123
4319703577,05/04/16,8:00:00 AM,AM,83
4388161847,05/04/16,8:00:00 AM,AM,105
4445114986,05/04/16,8:00:00 AM,AM,70
4558609924,05/04/16,8:00:00 AM,AM,56
4702921684,05/04/16,8:00:00 AM,AM,87
5553957443,05/04/16,8:00:00 AM,AM,64
5577150313,05/04/16,8:00:00 AM,AM,180
6117666160,05/04/16,8:00:00 AM,AM,62
6290855005,05/04/16,8:00:00 AM,AM,121
6775888955,05/04/16,8:00:00 AM,AM,77
6962181067,05/04/16,8:00:00 AM,AM,107
7007744171,05/04/16,8:00:00 AM,AM,65
7086361926,05/04/16,8:00:00 AM,AM,80
8053475328,05/04/16,8:00:00 AM,AM,73
8378563200,05/04/16,8:00:00 AM,AM,222
8583815059,05/04/16,8:00:00 AM,AM,84
8792009665,05/04/16,8:00:00 AM,AM,72
8877689391,05/04/16,8:00:00 AM,AM,144
1503960366,05/04/16,7:00:00 AM,AM,47
1624580081,05/04/16,7:00:00 AM,AM,50
1644430081,05/04/16,7:00:00 AM,AM,84
1844505072,05/04/16,7:00:00 AM,AM,56
1927972279,05/04/16,7:00:00 AM,AM,86
2022484408,05/04/16,7:00:00 AM,AM,135
2026352035,05/04/16,7:00:00 AM,AM,82
2320127002,05/04/16,7:00:00 AM,AM,123
2873212765,05/04/16,7:00:00 AM,AM,98
3977333714,05/04/16,7:00:00 AM,AM,43
4020332650,05/04/16,7:00:00 AM,AM,84
4319703577,05/04/16,7:00:00 AM,AM,62
4388161847,05/04/16,7:00:00 AM,AM,136
4445114986,05/04/16,7:00:00 AM,AM,77
4558609924,05/04/16,7:00:00 AM,AM,56
4702921684,05/04/16,7:00:00 AM,AM,120
5553957443,05/04/16,7:00:00 AM,AM,56
5577150313,05/04/16,7:00:00 AM,AM,136
6117666160,05/04/16,7:00:00 AM,AM,62
6290855005,05/04/16,7:00:00 AM,AM,163
6775888955,05/04/16,7:00:00 AM,AM,77
6962181067,05/04/16,7:00:00 AM,AM,110
7007744171,05/04/16,7:00:00 AM,AM,65
7086361926,05/04/16,7:00:00 AM,AM,109
8053475328,05/04/16,7:00:00 AM,AM,73
8378563200,05/04/16,7:00:00 AM,AM,158
8583815059,05/04/16,7:00:00 AM,AM,84
8792009665,05/04/16,7:00:00 AM,AM,73
8877689391,05/04/16,7:00:00 AM,AM,116
1503960366,05/04/16,6:00:00 AM,AM,47
1624580081,05/04/16,6:00:00 AM,AM,55
1644430081,05/04/16,6:00:00 AM,AM,84
1844505072,05/04/16,6:00:00 AM,AM,56
1927972279,05/04/16,6:00:00 AM,AM,86
2022484408,05/04/16,6:00:00 AM,AM,74
2026352035,05/04/16,6:00:00 AM,AM,55
2320127002,05/04/16,6:00:00 AM,AM,83
2873212765,05/04/16,6:00:00 AM,AM,75
3977333714,05/04/16,6:00:00 AM,AM,44
4020332650,05/04/16,6:00:00 AM,AM,83
4319703577,05/04/16,6:00:00 AM,AM,61
4388161847,05/04/16,6:00:00 AM,AM,254
4445114986,05/04/16,6:00:00 AM,AM,78
4558609924,05/04/16,6:00:00 AM,AM,56
4702921684,05/04/16,6:00:00 AM,AM,163
5553957443,05/04/16,6:00:00 AM,AM,61
5577150313,05/04/16,6:00:00 AM,AM,131
6117666160,05/04/16,6:00:00 AM,AM,62
6290855005,05/04/16,6:00:00 AM,AM,100
6775888955,05/04/16,6:00:00 AM,AM,77
6962181067,05/04/16,6:00:00 AM,AM,60
7007744171,05/04/16,6:00:00 AM,AM,65
7086361926,05/04/16,6:00:00 AM,AM,72
8053475328,05/04/16,6:00:00 AM,AM,73
8378563200,05/04/16,6:00:00 AM,AM,117
8583815059,05/04/16,6:00:00 AM,AM,84
8792009665,05/04/16,6:00:00 AM,AM,72
8877689391,05/04/16,6:00:00 AM,AM,101
1503960366,05/04/16,5:00:00 AM,AM,47
1624580081,05/04/16,5:00:00 AM,AM,50
1644430081,05/04/16,5:00:00 AM,AM,84
1844505072,05/04/16,5:00:00 AM,AM,56
1927972279,05/04/16,5:00:00 AM,AM,86
2022484408,05/04/16,5:00:00 AM,AM,62
2026352035,05/04/16,5:00:00 AM,AM,48
2320127002,05/04/16,5:00:00 AM,AM,55
2873212765,05/04/16,5:00:00 AM,AM,84
3977333714,05/04/16,5:00:00 AM,AM,42
4020332650,05/04/16,5:00:00 AM,AM,85
4319703577,05/04/16,5:00:00 AM,AM,61
4388161847,05/04/16,5:00:00 AM,AM,170
4445114986,05/04/16,5:00:00 AM,AM,73
4558609924,05/04/16,5:00:00 AM,AM,56
4702921684,05/04/16,5:00:00 AM,AM,92
5553957443,05/04/16,5:00:00 AM,AM,55
5577150313,05/04/16,5:00:00 AM,AM,126
6117666160,05/04/16,5:00:00 AM,AM,62
6290855005,05/04/16,5:00:00 AM,AM,86
6775888955,05/04/16,5:00:00 AM,AM,77
6962181067,05/04/16,5:00:00 AM,AM,54
7007744171,05/04/16,5:00:00 AM,AM,65
7086361926,05/04/16,5:00:00 AM,AM,68
8053475328,05/04/16,5:00:00 AM,AM,73
8378563200,05/04/16,5:00:00 AM,AM,92
8583815059,05/04/16,5:00:00 AM,AM,84
8792009665,05/04/16,5:00:00 AM,AM,81
8877689391,05/04/16,5:00:00 AM,AM,73
1503960366,05/04/16,4:00:00 AM,AM,47
1624580081,05/04/16,4:00:00 AM,AM,50
1644430081,05/04/16,4:00:00 AM,AM,84
1844505072,05/04/16,4:00:00 AM,AM,56
1927972279,05/04/16,4:00:00 AM,AM,86
2022484408,05/04/16,4:00:00 AM,AM,62
2026352035,05/04/16,4:00:00 AM,AM,48
2320127002,05/04/16,4:00:00 AM,AM,61
2873212765,05/04/16,4:00:00 AM,AM,52
3977333714,05/04/16,4:00:00 AM,AM,42
4020332650,05/04/16,4:00:00 AM,AM,83
4319703577,05/04/16,4:00:00 AM,AM,61
4388161847,05/04/16,4:00:00 AM,AM,79
4445114986,05/04/16,4:00:00 AM,AM,69
4558609924,05/04/16,4:00:00 AM,AM,56
4702921684,05/04/16,4:00:00 AM,AM,86
5553957443,05/04/16,4:00:00 AM,AM,55
5577150313,05/04/16,4:00:00 AM,AM,162
6117666160,05/04/16,4:00:00 AM,AM,62
6290855005,05/04/16,4:00:00 AM,AM,86
6775888955,05/04/16,4:00:00 AM,AM,77
6962181067,05/04/16,4:00:00 AM,AM,55
7007744171,05/04/16,4:00:00 AM,AM,65
7086361926,05/04/16,4:00:00 AM,AM,68
8053475328,05/04/16,4:00:00 AM,AM,73
8378563200,05/04/16,4:00:00 AM,AM,98
8583815059,05/04/16,4:00:00 AM,AM,84
8792009665,05/04/16,4:00:00 AM,AM,71
8877689391,05/04/16,4:00:00 AM,AM,73
1503960366,05/04/16,3:00:00 AM,AM,47
1624580081,05/04/16,3:00:00 AM,AM,50
1644430081,05/04/16,3:00:00 AM,AM,84
1844505072,05/04/16,3:00:00 AM,AM,56
1927972279,05/04/16,3:00:00 AM,AM,86
2022484408,05/04/16,3:00:00 AM,AM,62
2026352035,05/04/16,3:00:00 AM,AM,47
2320127002,05/04/16,3:00:00 AM,AM,55
2873212765,05/04/16,3:00:00 AM,AM,52
3977333714,05/04/16,3:00:00 AM,AM,42
4020332650,05/04/16,3:00:00 AM,AM,83
4319703577,05/04/16,3:00:00 AM,AM,61
4388161847,05/04/16,3:00:00 AM,AM,78
4445114986,05/04/16,3:00:00 AM,AM,69
4558609924,05/04/16,3:00:00 AM,AM,56
4702921684,05/04/16,3:00:00 AM,AM,84
5553957443,05/04/16,3:00:00 AM,AM,56
5577150313,05/04/16,3:00:00 AM,AM,99
6117666160,05/04/16,3:00:00 AM,AM,62
6290855005,05/04/16,3:00:00 AM,AM,86
6775888955,05/04/16,3:00:00 AM,AM,77
6962181067,05/04/16,3:00:00 AM,AM,54
7007744171,05/04/16,3:00:00 AM,AM,65
7086361926,05/04/16,3:00:00 AM,AM,68
8053475328,05/04/16,3:00:00 AM,AM,73
8378563200,05/04/16,3:00:00 AM,AM,91
8583815059,05/04/16,3:00:00 AM,AM,84
8792009665,05/04/16,3:00:00 AM,AM,71
8877689391,05/04/16,3:00:00 AM,AM,73
1503960366,05/04/16,2:00:00 AM,AM,47
1624580081,05/04/16,2:00:00 AM,AM,55
1644430081,05/04/16,2:00:00 AM,AM,84
1844505072,05/04/16,2:00:00 AM,AM,56
1927972279,05/04/16,2:00:00 AM,AM,86
2022484408,05/04/16,2:00:00 AM,AM,62
2026352035,05/04/16,2:00:00 AM,AM,47
2320127002,05/04/16,2:00:00 AM,AM,55
2873212765,05/04/16,2:00:00 AM,AM,52
3977333714,05/04/16,2:00:00 AM,AM,47
4020332650,05/04/16,2:00:00 AM,AM,83
4319703577,05/04/16,2:00:00 AM,AM,61
4388161847,05/04/16,2:00:00 AM,AM,90
4445114986,05/04/16,2:00:00 AM,AM,75
4558609924,05/04/16,2:00:00 AM,AM,56
4702921684,05/04/16,2:00:00 AM,AM,85
5553957443,05/04/16,2:00:00 AM,AM,56
5577150313,05/04/16,2:00:00 AM,AM,131
6117666160,05/04/16,2:00:00 AM,AM,62
6290855005,05/04/16,2:00:00 AM,AM,86
6775888955,05/04/16,2:00:00 AM,AM,77
6962181067,05/04/16,2:00:00 AM,AM,55
7007744171,05/04/16,2:00:00 AM,AM,65
7086361926,05/04/16,2:00:00 AM,AM,68
8053475328,05/04/16,2:00:00 AM,AM,95
8378563200,05/04/16,2:00:00 AM,AM,90
8583815059,05/04/16,2:00:00 AM,AM,84
8792009665,05/04/16,2:00:00 AM,AM,82
8877689391,05/04/16,2:00:00 AM,AM,73
1503960366,05/04/16,1:00:00 AM,AM,53
1624580081,05/04/16,1:00:00 AM,AM,53
1644430081,05/04/16,1:00:00 AM,AM,84
1844505072,05/04/16,1:00:00 AM,AM,56
1927972279,05/04/16,1:00:00 AM,AM,86
2022484408,05/04/16,1:00:00 AM,AM,62
2026352035,05/04/16,1:00:00 AM,AM,47
2320127002,05/04/16,1:00:00 AM,AM,55
2873212765,05/04/16,1:00:00 AM,AM,52
3977333714,05/04/16,1:00:00 AM,AM,42
4020332650,05/04/16,1:00:00 AM,AM,132
4319703577,05/04/16,1:00:00 AM,AM,61
4388161847,05/04/16,1:00:00 AM,AM,79
4445114986,05/04/16,1:00:00 AM,AM,78
4558609924,05/04/16,1:00:00 AM,AM,56
4702921684,05/04/16,1:00:00 AM,AM,89
5553957443,05/04/16,1:00:00 AM,AM,55
5577150313,05/04/16,1:00:00 AM,AM,94
6117666160,05/04/16,1:00:00 AM,AM,62
6290855005,05/04/16,1:00:00 AM,AM,86
6775888955,05/04/16,1:00:00 AM,AM,77
6962181067,05/04/16,1:00:00 AM,AM,56
7007744171,05/04/16,1:00:00 AM,AM,65
7086361926,05/04/16,1:00:00 AM,AM,68
8053475328,05/04/16,1:00:00 AM,AM,75
8378563200,05/04/16,1:00:00 AM,AM,100
8583815059,05/04/16,1:00:00 AM,AM,84
8792009665,05/04/16,1:00:00 AM,AM,94
8877689391,05/04/16,1:00:00 AM,AM,73
1503960366,05/04/16,12:00:00 PM,AM,79
1624580081,05/04/16,12:00:00 PM,AM,51
1644430081,05/04/16,12:00:00 PM,AM,86
1844505072,05/04/16,12:00:00 PM,AM,56
1927972279,05/04/16,12:00:00 PM,AM,86
2022484408,05/04/16,12:00:00 PM,AM,62
2026352035,05/04/16,12:00:00 PM,AM,47
2320127002,05/04/16,12:00:00 PM,AM,55
2873212765,05/04/16,12:00:00 PM,AM,52
3977333714,05/04/16,12:00:00 PM,AM,45
4020332650,05/04/16,12:00:00 PM,AM,84
4319703577,05/04/16,12:00:00 PM,AM,61
4388161847,05/04/16,12:00:00 PM,AM,82
4445114986,05/04/16,12:00:00 PM,AM,82
4558609924,05/04/16,12:00:00 PM,AM,56
4702921684,05/04/16,12:00:00 PM,AM,85
5553957443,05/04/16,12:00:00 PM,AM,75
5577150313,05/04/16,12:00:00 PM,AM,148
6117666160,05/04/16,12:00:00 PM,AM,62
6290855005,05/04/16,12:00:00 PM,AM,86
6775888955,05/04/16,12:00:00 PM,AM,77
6962181067,05/04/16,12:00:00 PM,AM,54
7007744171,05/04/16,12:00:00 PM,AM,65
7086361926,05/04/16,12:00:00 PM,AM,68
8053475328,05/04/16,12:00:00 PM,AM,89
8378563200,05/04/16,12:00:00 PM,AM,90
8583815059,05/04/16,12:00:00 PM,AM,84
8792009665,05/04/16,12:00:00 PM,AM,134
8877689391,05/04/16,12:00:00 PM,AM,73
1503960366,05/03/16,11:00:00 AM,PM,77
1624580081,05/03/16,11:00:00 AM,PM,61
1644430081,05/03/16,11:00:00 AM,PM,87
1844505072,05/03/16,11:00:00 AM,PM,65
1927972279,05/03/16,11:00:00 AM,PM,86
2022484408,05/03/16,11:00:00 AM,PM,62
2026352035,05/03/16,11:00:00 AM,PM,48
2320127002,05/03/16,11:00:00 AM,PM,58
2873212765,05/03/16,11:00:00 AM,PM,52
3977333714,05/03/16,11:00:00 AM,PM,102
4020332650,05/03/16,11:00:00 AM,PM,94
4319703577,05/03/16,11:00:00 AM,PM,61
4388161847,05/03/16,11:00:00 AM,PM,80
4445114986,05/03/16,11:00:00 AM,PM,89
4558609924,05/03/16,11:00:00 AM,PM,60
4702921684,05/03/16,11:00:00 AM,PM,85
5553957443,05/03/16,11:00:00 AM,PM,76
5577150313,05/03/16,11:00:00 AM,PM,112
6117666160,05/03/16,11:00:00 AM,PM,62
6290855005,05/03/16,11:00:00 AM,PM,86
6775888955,05/03/16,11:00:00 AM,PM,77
6962181067,05/03/16,11:00:00 AM,PM,54
7007744171,05/03/16,11:00:00 AM,PM,65
7086361926,05/03/16,11:00:00 AM,PM,109
8053475328,05/03/16,11:00:00 AM,PM,75
8378563200,05/03/16,11:00:00 AM,PM,94
8583815059,05/03/16,11:00:00 AM,PM,84
8792009665,05/03/16,11:00:00 AM,PM,95
8877689391,05/03/16,11:00:00 AM,PM,73
1503960366,05/03/16,10:00:00 AM,PM,163
1624580081,05/03/16,10:00:00 AM,PM,62
1644430081,05/03/16,10:00:00 AM,PM,256
1844505072,05/03/16,10:00:00 AM,PM,66
1927972279,05/03/16,10:00:00 AM,PM,86
2022484408,05/03/16,10:00:00 AM,PM,62
2026352035,05/03/16,10:00:00 AM,PM,47
2320127002,05/03/16,10:00:00 AM,PM,141
2873212765,05/03/16,10:00:00 AM,PM,52
3977333714,05/03/16,10:00:00 AM,PM,203
4020332650,05/03/16,10:00:00 AM,PM,147
4319703577,05/03/16,10:00:00 AM,PM,91
4388161847,05/03/16,10:00:00 AM,PM,79
4445114986,05/03/16,10:00:00 AM,PM,96
4558609924,05/03/16,10:00:00 AM,PM,79
4702921684,05/03/16,10:00:00 AM,PM,142
5553957443,05/03/16,10:00:00 AM,PM,106
5577150313,05/03/16,10:00:00 AM,PM,257
6117666160,05/03/16,10:00:00 AM,PM,62
6290855005,05/03/16,10:00:00 AM,PM,86
6775888955,05/03/16,10:00:00 AM,PM,79
6962181067,05/03/16,10:00:00 AM,PM,57
7007744171,05/03/16,10:00:00 AM,PM,65
7086361926,05/03/16,10:00:00 AM,PM,82
8053475328,05/03/16,10:00:00 AM,PM,100
8378563200,05/03/16,10:00:00 AM,PM,117
8583815059,05/03/16,10:00:00 AM,PM,84
8792009665,05/03/16,10:00:00 AM,PM,91
8877689391,05/03/16,10:00:00 AM,PM,188
1503960366,05/03/16,9:00:00 AM,PM,109
1624580081,05/03/16,9:00:00 AM,PM,54
1644430081,05/03/16,9:00:00 AM,PM,313
1844505072,05/03/16,9:00:00 AM,PM,78
1927972279,05/03/16,9:00:00 AM,PM,86
2022484408,05/03/16,9:00:00 AM,PM,72
2026352035,05/03/16,9:00:00 AM,PM,60
2320127002,05/03/16,9:00:00 AM,PM,110
2873212765,05/03/16,9:00:00 AM,PM,74
3977333714,05/03/16,9:00:00 AM,PM,93
4020332650,05/03/16,9:00:00 AM,PM,174
4319703577,05/03/16,9:00:00 AM,PM,73
4388161847,05/03/16,9:00:00 AM,PM,109
4445114986,05/03/16,9:00:00 AM,PM,114
4558609924,05/03/16,9:00:00 AM,PM,92
4702921684,05/03/16,9:00:00 AM,PM,182
5553957443,05/03/16,9:00:00 AM,PM,67
5577150313,05/03/16,9:00:00 AM,PM,186
6117666160,05/03/16,9:00:00 AM,PM,62
6290855005,05/03/16,9:00:00 AM,PM,86
6775888955,05/03/16,9:00:00 AM,PM,77
6962181067,05/03/16,9:00:00 AM,PM,66
7007744171,05/03/16,9:00:00 AM,PM,85
7086361926,05/03/16,9:00:00 AM,PM,135
8053475328,05/03/16,9:00:00 AM,PM,128
8378563200,05/03/16,9:00:00 AM,PM,122
8583815059,05/03/16,9:00:00 AM,PM,84
8792009665,05/03/16,9:00:00 AM,PM,91
8877689391,05/03/16,9:00:00 AM,PM,173
1503960366,05/03/16,8:00:00 AM,PM,50
1624580081,05/03/16,8:00:00 AM,PM,51
1644430081,05/03/16,8:00:00 AM,PM,319
1844505072,05/03/16,8:00:00 AM,PM,92
1927972279,05/03/16,8:00:00 AM,PM,86
2022484408,05/03/16,8:00:00 AM,PM,114
2026352035,05/03/16,8:00:00 AM,PM,69
2320127002,05/03/16,8:00:00 AM,PM,172
2873212765,05/03/16,8:00:00 AM,PM,65
3977333714,05/03/16,8:00:00 AM,PM,46
4020332650,05/03/16,8:00:00 AM,PM,159
4319703577,05/03/16,8:00:00 AM,PM,76
4388161847,05/03/16,8:00:00 AM,PM,123
4445114986,05/03/16,8:00:00 AM,PM,98
4558609924,05/03/16,8:00:00 AM,PM,62
4702921684,05/03/16,8:00:00 AM,PM,171
5553957443,05/03/16,8:00:00 AM,PM,136
5577150313,05/03/16,8:00:00 AM,PM,82
6117666160,05/03/16,8:00:00 AM,PM,62
6290855005,05/03/16,8:00:00 AM,PM,86
6775888955,05/03/16,8:00:00 AM,PM,77
6962181067,05/03/16,8:00:00 AM,PM,83
7007744171,05/03/16,8:00:00 AM,PM,142
7086361926,05/03/16,8:00:00 AM,PM,102
8053475328,05/03/16,8:00:00 AM,PM,117
8378563200,05/03/16,8:00:00 AM,PM,180
8583815059,05/03/16,8:00:00 AM,PM,84
8792009665,05/03/16,8:00:00 AM,PM,92
8877689391,05/03/16,8:00:00 AM,PM,138
1503960366,05/03/16,7:00:00 AM,PM,58
1624580081,05/03/16,7:00:00 AM,PM,62
1644430081,05/03/16,7:00:00 AM,PM,278
1844505072,05/03/16,7:00:00 AM,PM,89
1927972279,05/03/16,7:00:00 AM,PM,86
2022484408,05/03/16,7:00:00 AM,PM,96
2026352035,05/03/16,7:00:00 AM,PM,91
2320127002,05/03/16,7:00:00 AM,PM,113
2873212765,05/03/16,7:00:00 AM,PM,67
3977333714,05/03/16,7:00:00 AM,PM,49
4020332650,05/03/16,7:00:00 AM,PM,96
4319703577,05/03/16,7:00:00 AM,PM,141
4388161847,05/03/16,7:00:00 AM,PM,197
4445114986,05/03/16,7:00:00 AM,PM,110
4558609924,05/03/16,7:00:00 AM,PM,65
4702921684,05/03/16,7:00:00 AM,PM,164
5553957443,05/03/16,7:00:00 AM,PM,133
5577150313,05/03/16,7:00:00 AM,PM,78
6117666160,05/03/16,7:00:00 AM,PM,62
6290855005,05/03/16,7:00:00 AM,PM,86
6775888955,05/03/16,7:00:00 AM,PM,77
6962181067,05/03/16,7:00:00 AM,PM,72
7007744171,05/03/16,7:00:00 AM,PM,77
7086361926,05/03/16,7:00:00 AM,PM,88
8053475328,05/03/16,7:00:00 AM,PM,341
8378563200,05/03/16,7:00:00 AM,PM,144
8583815059,05/03/16,7:00:00 AM,PM,84
8792009665,05/03/16,7:00:00 AM,PM,129
8877689391,05/03/16,7:00:00 AM,PM,170
1503960366,05/03/16,6:00:00 AM,PM,191
1624580081,05/03/16,6:00:00 AM,PM,81
1644430081,05/03/16,6:00:00 AM,PM,205
1844505072,05/03/16,6:00:00 AM,PM,62
1927972279,05/03/16,6:00:00 AM,PM,86
2022484408,05/03/16,6:00:00 AM,PM,86
2026352035,05/03/16,6:00:00 AM,PM,99
2320127002,05/03/16,6:00:00 AM,PM,83
2873212765,05/03/16,6:00:00 AM,PM,116
3977333714,05/03/16,6:00:00 AM,PM,107
4020332650,05/03/16,6:00:00 AM,PM,184
4319703577,05/03/16,6:00:00 AM,PM,109
4388161847,05/03/16,6:00:00 AM,PM,283
4445114986,05/03/16,6:00:00 AM,PM,342
4558609924,05/03/16,6:00:00 AM,PM,261
4702921684,05/03/16,6:00:00 AM,PM,151
5553957443,05/03/16,6:00:00 AM,PM,106
5577150313,05/03/16,6:00:00 AM,PM,77
6117666160,05/03/16,6:00:00 AM,PM,62
6290855005,05/03/16,6:00:00 AM,PM,86
6775888955,05/03/16,6:00:00 AM,PM,77
6962181067,05/03/16,6:00:00 AM,PM,85
7007744171,05/03/16,6:00:00 AM,PM,99
7086361926,05/03/16,6:00:00 AM,PM,252
8053475328,05/03/16,6:00:00 AM,PM,128
8378563200,05/03/16,6:00:00 AM,PM,147
8583815059,05/03/16,6:00:00 AM,PM,84
8792009665,05/03/16,6:00:00 AM,PM,114
8877689391,05/03/16,6:00:00 AM,PM,131
1503960366,05/03/16,5:00:00 AM,PM,89
1624580081,05/03/16,5:00:00 AM,PM,50
1644430081,05/03/16,5:00:00 AM,PM,134
1844505072,05/03/16,5:00:00 AM,PM,109
1927972279,05/03/16,5:00:00 AM,PM,86
2022484408,05/03/16,5:00:00 AM,PM,126
2026352035,05/03/16,5:00:00 AM,PM,77
2320127002,05/03/16,5:00:00 AM,PM,62
2873212765,05/03/16,5:00:00 AM,PM,90
3977333714,05/03/16,5:00:00 AM,PM,63
4020332650,05/03/16,5:00:00 AM,PM,164
4319703577,05/03/16,5:00:00 AM,PM,130
4388161847,05/03/16,5:00:00 AM,PM,217
4445114986,05/03/16,5:00:00 AM,PM,76
4558609924,05/03/16,5:00:00 AM,PM,97
4702921684,05/03/16,5:00:00 AM,PM,184
5553957443,05/03/16,5:00:00 AM,PM,195
5577150313,05/03/16,5:00:00 AM,PM,76
6117666160,05/03/16,5:00:00 AM,PM,62
6290855005,05/03/16,5:00:00 AM,PM,118
6775888955,05/03/16,5:00:00 AM,PM,77
6962181067,05/03/16,5:00:00 AM,PM,68
7007744171,05/03/16,5:00:00 AM,PM,178
7086361926,05/03/16,5:00:00 AM,PM,390
8053475328,05/03/16,5:00:00 AM,PM,357
8378563200,05/03/16,5:00:00 AM,PM,240
8583815059,05/03/16,5:00:00 AM,PM,84
8792009665,05/03/16,5:00:00 AM,PM,165
8877689391,05/03/16,5:00:00 AM,PM,134
1503960366,05/03/16,4:00:00 AM,PM,103
1624580081,05/03/16,4:00:00 AM,PM,51
1644430081,05/03/16,4:00:00 AM,PM,113
1844505072,05/03/16,4:00:00 AM,PM,60
1927972279,05/03/16,4:00:00 AM,PM,86
2022484408,05/03/16,4:00:00 AM,PM,295
2026352035,05/03/16,4:00:00 AM,PM,90
2320127002,05/03/16,4:00:00 AM,PM,55
2873212765,05/03/16,4:00:00 AM,PM,77
3977333714,05/03/16,4:00:00 AM,PM,89
4020332650,05/03/16,4:00:00 AM,PM,201
4319703577,05/03/16,4:00:00 AM,PM,122
4388161847,05/03/16,4:00:00 AM,PM,184
4445114986,05/03/16,4:00:00 AM,PM,131
4558609924,05/03/16,4:00:00 AM,PM,114
4702921684,05/03/16,4:00:00 AM,PM,115
